Player Name,Player ID,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Shooting FG%,Shooting 3P%,Shooting FT%,Per Game MP,Per Game PTS,Per Game TRB,Per Game AST
Pierre Jackson,jackspi01,74,2424,390,884,157,414,298,369,57,245,478,122,3,256,168,1235,441,379,808,32.8,16.7,3.3,6.5
Ricky Ledo,ledori01,,,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,muscami01,133,3815,723,1443,21,67,569,695,301,1093,211,56,271,217,312,2036,501,313,819,28.7,15.3,8.2,1.6
Marko Todorovic,todorma01,,,,,,,,,,,,,,,,,,,,,,,
Erick Green,greener01,129,3648,592,1356,140,414,418,520,59,332,326,156,26,178,208,1742,437,338,804,28.3,13.5,2.6,2.5
Raul Neto,netora01,,,,,,,,,,,,,,,,,,,,,,,
Ryan Kelly,kellyry01,126,2437,314,682,102,269,219,272,141,465,117,73,133,104,237,949,460,379,805,19.3,7.5,3.7,0.9
Erik Murphy,murpher01,136,2488,397,773,143,329,115,152,160,507,95,58,85,139,297,1052,514,435,757,18.3,7.7,3.7,0.7
James Ennis,ennisja01,,,,,,,,,,,,,,,,,,,,,,,
Romero Osby,osbyro01,134,2305,427,868,40,102,317,430,180,634,102,54,82,160,188,1211,492,392,737,23.5,9.0,4.7,0.8
